County_State,State,Total_Population,Male_Population,Female_Population,State_Code,County_Code,Median_Income,Margin_Error_Income,Percent_Male,Percent_Female
Pointe Coupee Parish, Louisiana,20758,20028,49,22,77,44201,6279,96.48,0.24
Rapides Parish, Louisiana,130023,123167,417,22,79,48013,1833,94.73,0.32
Red River Parish, Louisiana,7620,7275,45,22,81,33817,5012,95.47,0.59
Richland Parish, Louisiana,20043,19397,49,22,83,40491,5760,96.78,0.24
Sabine Parish, Louisiana,22155,20792,63,22,85,39755,3766,93.85,0.28
St. Bernard Parish, Louisiana,43764,39443,277,22,87,47873,3534,90.13,0.63
St. Charles Parish, Louisiana,52549,48853,195,22,89,68113,4274,92.97,0.37
St. Helena Parish, Louisiana,10920,10567,46,22,91,45063,5837,96.77,0.42
St. James Parish, Louisiana,20192,19713,29,22,93,53209,4968,97.63,0.14
St. John the Baptist Parish, Louisiana,42477,40183,92,22,95,55429,7359,94.6,0.22
St. Landry Parish, Louisiana,82540,79772,191,22,97,40859,1666,96.65,0.23
St. Martin Parish, Louisiana,51767,49734,152,22,99,48884,2583,96.07,0.29
St. Tammany Parish, Louisiana,264570,242196,1303,22,103,70730,2397,91.54,0.49
Tangipahoa Parish, Louisiana,133157,125921,376,22,105,48745,3904,94.57,0.28
Terrebonne Parish, Louisiana,109580,102453,437,22,109,52224,3722,93.5,0.4
Vermilion Parish, Louisiana,57359,54848,115,22,113,52219,3594,95.62,0.2
Vernon Parish, Louisiana,48750,44667,251,22,115,50267,1729,91.62,0.51
Webster Parish, Louisiana,36967,35547,59,22,119,30324,1860,96.16,0.16
West Baton Rouge Parish, Louisiana,27199,25962,78,22,121,67813,5035,95.45,0.29
West Feliciana Parish, Louisiana,15310,14859,43,22,125,59688,9809,97.05,0.28
Winn Parish, Louisiana,13755,13261,50,22,127,37764,7418,96.41,0.36
Androscoggin County, Maine,111139,105370,254,23,1,55002,2003,94.81,0.23
Aroostook County, Maine,67105,64900,87,23,3,43791,2306,96.71,0.13
Franklin County, Maine,29456,28195,46,23,7,51630,2948,95.72,0.16
Hancock County, Maine,55478,53030,90,23,9,58345,2593,95.59,0.16
Knox County, Maine,40607,38683,78,23,13,57794,2528,95.26,0.19
Lincoln County, Maine,35237,33869,63,23,15,58125,3974,96.12,0.18
Penobscot County, Maine,152199,145061,311,23,19,52128,1836,95.31,0.2
Piscataquis County, Maine,16800,15992,26,23,21,42083,2883,95.19,0.15
Somerset County, Maine,50477,48210,58,23,25,45382,2694,95.51,0.11
Washington County, Maine,31095,29783,60,23,29,44847,2292,95.78,0.19
York County, Maine,211972,202164,409,23,31,68932,2239,95.37,0.19
Cumberland County, Maine,303069,287623,757,23,5,76014,1563,94.9,0.25
Kennebec County, Maine,123642,117175,315,23,11,55368,2112,94.77,0.25
Oxford County, Maine,57777,54826,99,23,17,49761,2380,94.89,0.17
Sagadahoc County, Maine,36699,34924,81,23,23,68039,4616,95.16,0.22
Waldo County, Maine,39607,37844,74,23,27,58034,3482,95.55,0.19
Allegany County, Maryland,68106,65087,156,24,1,49449,2436,95.57,0.23
Baltimore County, Maryland,854535,800914,3641,24,5,78724,1641,93.73,0.43
Caroline County, Maryland,33293,31124,113,24,11,59042,4215,93.49,0.34
Carroll County, Maryland,172891,162291,544,24,13,99569,3051,93.87,0.31
Charles County, Maryland,166617,153276,1506,24,17,103678,1654,91.99,0.9
Dorchester County, Maryland,32531,30722,110,24,19,52799,3779,94.44,0.34
Garrett County, Maryland,28806,28023,40,24,23,54542,3487,97.28,0.14
Harford County, Maryland,260924,242425,1204,24,25,94003,2398,92.91,0.46
Kent County, Maryland,19198,18115,58,24,29,60208,5185,94.36,0.3
Prince George's County, Maryland,967201,894607,5542,24,33,86994,865,92.49,0.57
Queen Anne's County, Maryland,49874,47134,102,24,35,96467,4785,94.51,0.2
Somerset County, Maryland,24620,23626,75,24,39,44980,4548,95.96,0.3
Talbot County, Maryland,37526,35287,86,24,41,73102,4031,94.03,0.23
Washington County, Maryland,154705,143424,758,24,43,63510,1930,92.71,0.49
Wicomico County, Maryland,103588,96813,405,24,45,60366,2437,93.46,0.39
Worcester County, Maryland,52460,49818,98,24,47,65396,3856,94.96,0.19
Baltimore city, Maryland,585708,553258,2792,24,510,52164,946,94.46,0.48
Anne Arundel County, Maryland,588261,538783,3447,24,3,103225,1817,91.59,0.59
Calvert County, Maryland,92783,85298,550,24,9,112696,3287,91.93,0.59
Cecil County, Maryland,103725,96256,358,24,15,79415,3479,92.8,0.35
Frederick County, Maryland,271717,246631,1357,24,21,100685,1927,90.77,0.5
Howard County, Maryland,332317,305197,1983,24,27,124042,3448,91.84,0.6
Montgomery County, Maryland,1062061,942799,6939,24,31,111812,1361,88.77,0.65
St. Mary's County, Maryland,113777,104415,753,24,37,95864,3872,91.77,0.66
Barnstable County, Massachusetts,228996,213114,1200,25,1,76863,1835,93.06,0.52
Dukes County, Massachusetts,20600,18373,120,25,7,77318,11503,89.19,0.58
Hampden County, Massachusetts,465825,417894,2676,25,13,57623,1342,89.71,0.57
Nantucket County, Massachusetts,14255,12868,84,25,19,112306,10162,90.27,0.59
Berkshire County, Massachusetts,129026,120699,478,25,3,62166,2305,93.55,0.37
Bristol County, Massachusetts,579200,528518,4153,25,5,71450,1420,91.25,0.72
Essex County, Massachusetts,809829,734597,3632,25,9,82225,1120,90.71,0.45
Franklin County, Massachusetts,71029,66227,299,25,11,61198,1823,93.24,0.42
Hampshire County, Massachusetts,162308,150362,656,25,15,73518,2175,92.64,0.4
Middlesex County, Massachusetts,1632002,1497263,5960,25,17,106202,1144,91.74,0.37
Norfolk County, Massachusetts,725981,679397,2459,25,21,105320,1736,93.58,0.34
Plymouth County, Massachusetts,530819,485721,2581,25,23,92906,2042,91.5,0.49
Suffolk County, Massachusetts,797936,708969,4556,25,25,74881,1408,88.85,0.57
Worcester County, Massachusetts,862111,787048,3424,25,27,77155,994,91.29,0.4
Alcona County, Michigan,10167,9785,11,26,1,43341,1603,96.24,0.11
Alger County, Michigan,8842,8351,19,26,3,45184,4157,94.45,0.21
Allegan County, Michigan,120502,112970,348,26,5,65071,2384,93.75,0.29
Alpena County, Michigan,28907,27656,33,26,7,42603,1871,95.67,0.11
Antrim County, Michigan,23431,22372,48,26,9,57256,2525,95.48,0.2
Arenac County, Michigan,15002,14298,44,26,11,45679,2893,95.31,0.29
Baraga County, Michigan,8158,7528,16,26,13,46581,3341,92.28,0.2
Barry County, Michigan,62423,59083,145,26,15,65557,2553,94.65,0.23
Bay County, Michigan,103856,97365,293,26,17,48290,1583,93.75,0.28
Benzie County, Michigan,17970,17170,50,26,19,64257,3410,95.55,0.28
Berrien County, Michigan,154316,143571,524,26,21,52500,1560,93.04,0.34
Branch County, Michigan,44862,42407,99,26,23,52782,1477,94.53,0.22
Calhoun County, Michigan,134310,124722,467,26,25,50219,1386,92.86,0.35
Cass County, Michigan,51589,48180,171,26,27,57514,2193,93.39,0.33
Charlevoix County, Michigan,26054,24812,44,26,29,60433,2122,95.23,0.17
Chippewa County, Michigan,36785,33501,101,26,33,50454,1752,91.07,0.27
Clare County, Michigan,30856,29514,44,26,35,41163,2451,95.65,0.14
Crawford County, Michigan,12988,12412,21,26,39,49987,3982,95.57,0.16
Delta County, Michigan,36903,34941,76,26,41,47008,1998,94.68,0.21
Eaton County, Michigan,109175,101806,416,26,45,67440,1368,93.25,0.38
Genesee County, Michigan,406211,379933,1383,26,49,50269,1037,93.53,0.34
Gladwin County, Michigan,25386,24433,26,26,51,45957,1416,96.25,0.1
Grand Traverse County, Michigan,95238,89989,165,26,55,66457,1753,94.49,0.17
Gratiot County, Michigan,41761,39792,101,26,57,49795,1836,95.29,0.24
Houghton County, Michigan,37361,35707,59,26,61,44839,2627,95.57,0.16
Huron County, Michigan,31407,30429,28,26,63,49541,1136,96.89,0.09
Ionia County, Michigan,66804,63779,132,26,67,60139,2099,95.47,0.2
Iron County, Michigan,11631,11144,12,26,71,44183,3236,95.81,0.1
Isabella County, Michigan,64394,60454,157,26,73,46783,1719,93.88,0.24
Kalamazoo County, Michigan,261670,242154,1234,26,77,58836,1507,92.54,0.47
Kalkaska County, Michigan,17939,17046,36,26,79,49402,3620,95.02,0.2
Keweenaw County, Michigan,2046,1974,5,26,83,51750,7185,96.48,0.24
Lake County, Michigan,12096,11382,41,26,85,38356,2848,94.1,0.34
Leelanau County, Michigan,22301,21201,80,26,89,67330,2769,95.07,0.36
Livingston County, Michigan,193866,183379,325,26,93,84274,1878,94.59,0.17
Luce County, Michigan,5339,4931,15,26,95,50000,6496,92.36,0.28
Macomb County, Michigan,881217,831440,2425,26,99,64641,828,94.35,0.28
Manistee County, Michigan,25032,23591,102,26,101,51658,1885,94.24,0.41
Mason County, Michigan,29052,27442,56,26,105,51568,2713,94.46,0.19
Mecosta County, Michigan,39714,37575,115,26,107,45797,1936,94.61,0.29
Midland County, Michigan,83494,78684,174,26,111,64078,3509,94.24,0.21
Monroe County, Michigan,154809,145147,328,26,115,65453,1699,93.76,0.21
Montcalm County, Michigan,66614,63469,102,26,117,52390,1392,95.28,0.15
Muskegon County, Michigan,175824,163543,591,26,121,53478,1300,93.02,0.34
Newaygo County, Michigan,49978,46926,133,26,123,51470,1234,93.89,0.27
Oceana County, Michigan,26659,24469,70,26,127,51161,2271,91.79,0.26
Ogemaw County, Michigan,20770,19878,27,26,129,41752,2069,95.71,0.13
Osceola County, Michigan,22891,21884,32,26,133,46969,1659,95.6,0.14
Oscoda County, Michigan,8219,7827,28,26,135,43457,2396,95.23,0.34
Ottawa County, Michigan,296200,275858,817,26,139,72418,1407,93.13,0.28
Roscommon County, Michigan,23459,22435,60,26,143,41828,1636,95.63,0.26
Saginaw County, Michigan,190124,177432,605,26,145,49565,1241,93.32,0.32
St. Joseph County, Michigan,60939,56795,156,26,149,53253,1392,93.2,0.26
Sanilac County, Michigan,40611,38727,69,26,151,49852,1745,95.36,0.17
Shiawassee County, Michigan,68094,64538,142,26,155,56436,2246,94.78,0.21
Tuscola County, Michigan,53323,50650,79,26,157,51891,1639,94.99,0.15
Washtenaw County, Michigan,372258,342959,2036,26,161,75730,1560,92.13,0.55
Wayne County, Michigan,1793561,1682836,6888,26,163,49359,485,93.83,0.38
Wexford County, Michigan,33673,31912,46,26,165,50335,2223,94.77,0.14
Cheboygan County, Michigan,25579,24020,66,26,31,49624,2446,93.91,0.26
Clinton County, Michigan,79128,74333,182,26,37,72490,2598,93.94,0.23
Dickinson County, Michigan,25947,24849,49,26,43,51704,2046,95.77,0.19
Emmet County, Michigan,34112,32255,23,26,47,55947,2571,94.56,0.07
Gogebic County, Michigan,14380,13759,22,26,53,38625,2710,95.68,0.15
Hillsdale County, Michigan,45746,43525,75,26,59,51535,2031,95.14,0.16
Ingham County, Michigan,284900,260678,1506,26,65,55253,1380,91.5,0.53
Iosco County, Michigan,25237,24140,51,26,69,42628,1895,95.65,0.2
Jackson County, Michigan,160366,149954,485,26,75,54511,1702,93.51,0.3
Kent County, Michigan,657974,607977,2721,26,81,65722,910,92.4,0.41
Lapeer County, Michigan,88619,83494,162,26,87,65197,1782,94.22,0.18
Lenawee County, Michigan,99423,92405,271,26,91,57314,1780,92.94,0.27
Mackinac County, Michigan,10834,9932,28,26,97,50058,2422,91.67,0.26
Marquette County, Michigan,66017,62210,103,26,103,54585,2263,94.23,0.16
Menominee County, Michigan,23502,22595,41,26,109,48548,2409,96.14,0.17
Missaukee County, Michigan,15052,14436,30,26,113,47370,2015,95.91,0.2
Montmorency County, Michigan,9153,8777,14,26,119,42160,2580,95.89,0.15
Oakland County, Michigan,1274395,1196217,4029,26,125,81587,792,93.87,0.32
Ontonagon County, Michigan,5816,5576,11,26,131,41776,2381,95.87,0.19
Otsego County, Michigan,25091,23812,57,26,137,55917,4105,94.9,0.23
Presque Isle County, Michigan,12982,12537,30,26,141,48734,2181,96.57,0.23
St. Clair County, Michigan,160383,151438,349,26,147,58722,1484,94.42,0.22
Schoolcraft County, Michigan,8047,7494,26,26,153,48443,4433,93.13,0.32
Van Buren County, Michigan,75587,69415,319,26,159,56652,2934,91.83,0.42
Anoka County, Minnesota,363887,340318,1311,27,3,84379,1323,93.52,0.36
Becker County, Minnesota,35183,32862,80,27,5,60508,2064,93.4,0.23
Beltrami County, Minnesota,46228,43325,144,27,7,50525,2744,93.72,0.31
Benton County, Minnesota,41379,39369,104,27,9,60564,2877,95.14,0.25
Big Stone County, Minnesota,5166,5008,13,27,11,55909,2966,96.94,0.25
Blue Earth County, Minnesota,69112,65589,125,27,13,61058,1997,94.9,0.18
Brown County, Minnesota,25912,25034,35,27,15,59804,2399,96.61,0.14
Carlton County, Minnesota,36207,34260,58,27,17,66201,3119,94.62,0.16
Carver County, Minnesota,106922,101091,251,27,19,104011,3161,94.55,0.23
Cass County, Minnesota,30066,28654,70,27,21,53845,1850,95.3,0.23
Chippewa County, Minnesota,12598,11980,35,27,23,57301,4675,95.09,0.28
Chisago County, Minnesota,56621,53850,127,27,25,86900,3491,95.11,0.22
Watonwan County, Minnesota,11253,10197,22,27,165,53304,4819,90.62,0.2
Wadena County, Minnesota,14065,13492,29,27,159,46178,1690,95.93,0.21
Clay County, Minnesota,65318,61458,168,27,27,66069,3147,94.09,0.26
Clearwater County, Minnesota,8524,8036,21,27,29,51742,2354,94.27,0.25
Cook County, Minnesota,5600,5269,18,27,31,59537,4712,94.09,0.32
Cottonwood County, Minnesota,11517,10942,40,27,33,51067,3036,95.01,0.35
Crow Wing County, Minnesota,66123,63411,111,27,35,57779,1936,95.9,0.17
Dakota County, Minnesota,439882,407963,1666,27,37,88468,1334,92.74,0.38
Dodge County, Minnesota,20867,19888,55,27,39,79020,2894,95.31,0.26
Douglas County, Minnesota,39006,37775,53,27,41,65430,4225,96.84,0.14
Faribault County, Minnesota,13921,13327,26,27,43,53963,2254,95.73,0.19
Fillmore County, Minnesota,21228,20629,25,27,45,64375,2146,97.18,0.12
Goodhue County, Minnesota,47582,45432,134,27,49,69334,3951,95.48,0.28
Grant County, Minnesota,6074,5843,16,27,51,59246,3053,96.2,0.26
Houston County, Minnesota,18843,18253,31,27,55,59514,3507,96.87,0.16
Hubbard County, Minnesota,21344,20244,73,27,57,58475,1859,94.85,0.34
Itasca County, Minnesota,45014,42463,99,27,61,55744,1908,94.33,0.22
Kanabec County, Minnesota,16032,15407,34,27,65,57877,2223,96.1,0.21
Kandiyohi County, Minnesota,43732,40731,92,27,67,64252,2357,93.14,0.21
Koochiching County, Minnesota,12062,11408,15,27,71,52297,3142,94.58,0.12
Lac qui Parle County, Minnesota,6719,6494,10,27,73,57802,5090,96.65,0.15
Lake of the Woods County, Minnesota,3763,3576,22,27,77,50669,3860,95.03,0.58
Le Sueur County, Minnesota,28674,27211,36,27,79,75925,2777,94.9,0.13
Lyon County, Minnesota,25269,24069,34,27,83,57274,3147,95.25,0.13
McLeod County, Minnesota,36771,34792,59,27,85,62885,3027,94.62,0.16
Marshall County, Minnesota,9040,8645,9,27,89,60951,2218,95.63,0.1
Martin County, Minnesota,20025,19192,40,27,91,53851,4847,95.84,0.2
Mille Lacs County, Minnesota,26459,25186,35,27,95,57173,3101,95.19,0.13
Morrison County, Minnesota,34010,32923,30,27,97,58826,1875,96.8,0.09
Murray County, Minnesota,8179,7924,4,27,101,62839,4044,96.88,0.05
Nicollet County, Minnesota,34454,32928,45,27,103,69174,4310,95.57,0.13
Norman County, Minnesota,6441,6067,26,27,107,56081,3061,94.19,0.4
Olmsted County, Minnesota,162847,152887,466,27,109,80403,1975,93.88,0.29
Pennington County, Minnesota,13992,13208,47,27,113,60940,4128,94.4,0.34
Pine County, Minnesota,28876,27448,106,27,115,55606,2845,95.05,0.37
Polk County, Minnesota,31192,29438,76,27,119,58682,4958,94.38,0.24
Pope County, Minnesota,11308,10995,12,27,121,62878,2190,97.23,0.11
Red Lake County, Minnesota,3935,3786,10,27,125,59698,9122,96.21,0.25
Redwood County, Minnesota,15425,14708,49,27,127,57243,2996,95.35,0.32
Rice County, Minnesota,67097,62896,124,27,131,70600,2914,93.74,0.18
Rock County, Minnesota,9704,9288,31,27,133,65744,4462,95.71,0.32
St. Louis County, Minnesota,200231,189279,567,27,137,57480,1156,94.53,0.28
Scott County, Minnesota,150928,141595,467,27,139,103261,3983,93.82,0.31
Sibley County, Minnesota,14836,14077,26,27,143,64170,2473,94.88,0.18
Stearns County, Minnesota,158292,151604,407,27,145,65244,1675,95.77,0.26
Stevens County, Minnesota,9671,9176,17,27,149,65503,4246,94.88,0.18
Swift County, Minnesota,9838,9426,18,27,151,53457,2916,95.81,0.18
Traverse County, Minnesota,3360,3196,22,27,155,51216,5476,95.12,0.65
Wabasha County, Minnesota,21387,20630,37,27,157,67906,3443,96.46,0.17
Waseca County, Minnesota,18968,18062,19,27,161,60450,3997,95.22,0.1
Washington County, Minnesota,267568,250600,935,27,163,97584,1892,93.66,0.35
Wilkin County, Minnesota,6506,6204,18,27,167,56829,5145,95.36,0.28
Winona County, Minnesota,49671,47520,100,27,169,60020,2523,95.67,0.2
Wright County, Minnesota,141337,134324,314,27,171,87772,2821,95.04,0.22
Yellow Medicine County, Minnesota,9528,9097,48,27,173,59289,4113,95.48,0.5
Aitkin County, Minnesota,15697,15098,28,27,1,49086,2512,96.18,0.18
Freeborn County, Minnesota,30895,29038,64,27,47,54628,1858,93.99,0.21
Hennepin County, Minnesota,1281565,1190934,6197,27,53,81169,943,92.93,0.48
Isanti County, Minnesota,41135,39267,77,27,59,76999,2812,95.46,0.19
Jackson County, Minnesota,9989,9603,27,27,63,62479,3096,96.14,0.27
Kittson County, Minnesota,4207,4073,18,27,69,55410,2948,96.81,0.43
Lake County, Minnesota,10905,10488,14,27,75,65201,3145,96.18,0.13
Lincoln County, Minnesota,5640,5492,16,27,81,53557,2068,97.38,0.28
Mahnomen County, Minnesota,5411,4679,11,27,87,45398,3520,86.47,0.2
Meeker County, Minnesota,23400,22470,24,27,93,63841,2105,96.03,0.1
Mower County, Minnesota,40029,37482,114,27,99,55378,2898,93.64,0.28
Nobles County, Minnesota,22290,20322,53,27,105,56000,3120,91.17,0.24
Otter Tail County, Minnesota,60081,57521,102,27,111,59456,2188,95.74,0.17
Pipestone County, Minnesota,9424,8995,28,27,117,53688,5767,95.45,0.3
Ramsey County, Minnesota,552352,513151,2899,27,123,67238,811,92.9,0.52
Renville County, Minnesota,14723,13925,35,27,129,58542,2187,94.58,0.24
Roseau County, Minnesota,15331,14626,28,27,135,62304,2617,95.4,0.18
Sherburne County, Minnesota,97183,92120,236,27,141,88671,2946,94.79,0.24
Steele County, Minnesota,37406,35421,65,27,147,68172,4122,94.69,0.17
Todd County, Minnesota,25262,24109,33,27,153,54502,2171,95.44,0.13
Adams County, Mississippi,29538,28779,66,28,1,30633,1459,97.43,0.22
Alcorn County, Mississippi,34740,33353,42,28,3,40938,2944,96.01,0.12
Amite County, Mississippi,12720,12444,27,28,5,30805,3455,97.83,0.21
Attala County, Mississippi,17889,17494,18,28,7,35631,5489,97.79,0.1
Benton County, Mississippi,7646,7367,23,28,9,39758,6221,96.35,0.3
Bolivar County, Mississippi,30985,30184,31,28,11,32412,3241,97.41,0.1
Calhoun County, Mississippi,13266,12784,10,28,13,40345,2592,96.37,0.08
Carroll County, Mississippi,9998,9747,33,28,15,46729,6572,97.49,0.33
Chickasaw County, Mississippi,17106,16599,32,28,17,35592,3536,97.04,0.19
Choctaw County, Mississippi,8246,7978,24,28,19,36648,4235,96.75,0.29
Claiborne County, Mississippi,9135,8992,18,28,21,32268,4501,98.43,0.2
Clarke County, Mississippi,15615,15203,11,28,23,38631,6297,97.36,0.07
Clay County, Mississippi,18636,18248,36,28,25,33209,3299,97.92,0.19
Coahoma County, Mississippi,21390,20964,37,28,27,30761,3214,98.01,0.17
Copiah County, Mississippi,28368,27553,52,28,29,44252,3578,97.13,0.18
Covington County, Mississippi,18340,17909,23,28,31,32917,5185,97.65,0.13
DeSoto County, Mississippi,185314,176004,416,28,33,69990,2402,94.98,0.22
Forrest County, Mississippi,78158,75109,201,28,35,42298,2633,96.1,0.26
Franklin County, Mississippi,7675,7539,17,28,37,39066,4418,98.23,0.22
Greene County, Mississippi,13530,13169,5,28,41,47033,3571,97.33,0.04
Grenada County, Mississippi,21629,20977,37,28,43,39952,4159,96.99,0.17
Harrison County, Mississippi,208621,193162,982,28,47,48547,1801,92.59,0.47
Hinds County, Mississippi,227742,222036,379,28,49,45380,1613,97.49,0.17
Humphreys County, Mississippi,7785,7607,16,28,53,28628,2522,97.71,0.21
Issaquena County, Mississippi,1338,1307,6,28,55,28333,21120,97.68,0.45
Jackson County, Mississippi,143252,133596,553,28,59,53726,2748,93.26,0.39
Jasper County, Mississippi,16367,16044,21,28,61,37877,3441,98.03,0.13
Jefferson Davis County, Mississippi,11321,11074,16,28,65,32214,5011,97.82,0.14
Jones County, Mississippi,67246,65107,96,28,67,43391,3284,96.82,0.14
Lafayette County, Mississippi,55813,53378,80,28,71,53318,3654,95.64,0.14
Lauderdale County, Mississippi,72984,70808,134,28,75,42922,2446,97.02,0.18
Lawrence County, Mississippi,12016,11697,23,28,77,36239,4588,97.35,0.19
Lee County, Mississippi,83343,80400,179,28,81,55861,3216,96.47,0.21
Leflore County, Mississippi,28339,27754,33,28,83,30077,3345,97.94,0.12
Lowndes County, Mississippi,58879,56963,117,28,87,48170,2869,96.75,0.2
Madison County, Mississippi,109145,105563,165,28,89,71621,1880,96.72,0.15
Marshall County, Mississippi,33752,32679,44,28,93,43411,6218,96.82,0.13
Monroe County, Mississippi,34180,33297,35,28,95,45018,3221,97.42,0.1
Neshoba County, Mississippi,29087,28235,79,28,99,40750,3331,97.07,0.27
Noxubee County, Mississippi,10285,10000,13,28,103,36958,3938,97.23,0.13
Oktibbeha County, Mississippi,51788,50186,81,28,105,39490,4805,96.91,0.16
Pearl River County, Mississippi,56145,52818,149,28,109,51538,3301,94.07,0.27
Perry County, Mississippi,11511,11174,12,28,111,47173,6759,97.07,0.1
Pontotoc County, Mississippi,31184,29946,49,28,115,48980,4827,96.03,0.16
Prentiss County, Mississippi,25008,24218,18,28,117,40163,4406,96.84,0.07
Rankin County, Mississippi,157031,150939,251,28,121,68310,2436,96.12,0.16
Scott County, Mississippi,27990,26849,35,28,123,39971,5729,95.92,0.13
Simpson County, Mississippi,25949,25186,53,28,127,43403,3817,97.06,0.2
Stone County, Mississippi,18333,17636,8,28,131,47683,4634,96.2,0.04
